ID,Col,Row,Date,Hour,O3,PM25_Primary,PM25_Secondary
Sample_Site_1,123,51,2010001,0,29.5110778808594,3.76756572723389,3.76756572723389
Sample_Site_1,123,51,2010001,10000,24.9244899749756,4.85282373428345,4.85282373428345
Sample_Site_1,123,51,2010001,20000,20.5090923309326,5.805260181427,5.805260181427
Sample_Site_1,123,51,2010001,30000,19.6170520782471,5.4682149887085,5.4682149887085
Sample_Site_1,123,51,2010001,40000,20.6260223388672,5.22235536575317,5.22235536575317
Sample_Site_1,123,51,2010001,50000,22.6304740905762,5.16613483428955,5.16613483428955
Sample_Site_1,123,51,2010001,60000,23.5715866088867,5.58544301986694,5.58544301986694
Sample_Site_1,123,51,2010001,70000,22.8894557952881,5.69491529464722,5.69491529464722
Sample_Site_1,123,51,2010001,80000,20.6887073516846,6.1356348991394,6.1356348991394
Sample_Site_1,123,51,2010001,90000,19.9020900726318,5.95580005645752,5.95580005645752
Sample_Site_1,123,51,2010001,100000,19.9263553619385,5.31087207794189,5.31087207794189
Sample_Site_1,123,51,2010001,110000,19.8394107818604,3.7037947177887,3.7037947177887
Sample_Site_1,123,51,2010001,120000,18.7532558441162,2.61936378479004,2.61936378479004
Sample_Site_1,123,51,2010001,130000,18.0666618347168,2.46964693069458,2.46964693069458
Sample_Site_1,123,51,2010001,140000,18.1803569793701,2.87536287307739,2.87536287307739
Sample_Site_1,123,51,2010001,150000,18.7348175048828,3.14856672286987,3.14856672286987
Sample_Site_1,123,51,2010001,160000,20.5023498535156,3.50952744483948,3.50952744483948
Sample_Site_1,123,51,2010001,170000,23.2125720977783,3.83112335205078,3.83112335205078
Sample_Site_1,123,51,2010001,180000,26.0093688964844,4.15705013275146,4.15705013275146
Sample_Site_1,123,51,2010001,190000,28.5295104980469,4.43233060836792,4.43233060836792
Sample_Site_1,123,51,2010001,200000,29.1930046081543,4.84322023391724,4.84322023391724
Sample_Site_1,123,51,2010001,210000,26.3992729187012,6.32762765884399,6.32762765884399
Sample_Site_1,123,51,2010001,220000,21.6705799102783,9.91618633270264,9.91618633270264
Sample_Site_1,123,51,2010001,230000,19.4749851226807,14.114914894104,14.114914894104
Sample_Site_1,123,51,2010002,0,21.0127563476562,15.5442113876343,15.5442113876343
Sample_Site_1,123,51,2010002,10000,23.2771644592285,15.7590465545654,15.7590465545654
Sample_Site_1,123,51,2010002,20000,23.3146743774414,15.6575174331665,15.6575174331665
Sample_Site_1,123,51,2010002,30000,23.2712306976318,14.5786066055298,14.5786066055298
Sample_Site_1,123,51,2010002,40000,23.6347045898438,13.8775930404663,13.8775930404663
Sample_Site_1,123,51,2010002,50000,23.8290596008301,14.2070350646973,14.2070350646973
Sample_Site_1,123,51,2010002,60000,24.2655906677246,14.0515232086182,14.0515232086182
Sample_Site_1,123,51,2010002,70000,25.089038848877,12.9735336303711,12.9735336303711
Sample_Site_1,123,51,2010002,80000,25.6451320648193,11.5370683670044,11.5370683670044
Sample_Site_1,123,51,2010002,90000,26.6653289794922,9.78092384338379,9.78092384338379
Sample_Site_1,123,51,2010002,100000,28.0109825134277,8.39822292327881,8.39822292327881
Sample_Site_1,123,51,2010002,110000,29.3916416168213,7.36516618728638,7.36516618728638
Sample_Site_1,123,51,2010002,120000,30.287015914917,6.70338201522827,6.70338201522827
Sample_Site_1,123,51,2010002,130000,31.1585273742676,5.96092653274536,5.96092653274536
Sample_Site_1,123,51,2010002,140000,32.2734909057617,4.96850204467773,4.96850204467773
Sample_Site_1,123,51,2010002,150000,33.5883178710938,4.00367259979248,4.00367259979248
Sample_Site_1,123,51,2010002,160000,35.2319946289062,3.30171585083008,3.30171585083008
Sample_Site_1,123,51,2010002,170000,37.374755859375,2.76681280136108,2.76681280136108
Sample_Site_1,123,51,2010002,180000,38.6704406738281,2.57056522369385,2.57056522369385
Sample_Site_1,123,51,2010002,190000,38.0323219299316,2.77779078483582,2.77779078483582
Sample_Site_1,123,51,2010002,200000,37.3893508911133,3.05806851387024,3.05806851387024
Sample_Site_1,123,51,2010002,210000,36.8635635375977,3.29524636268616,3.29524636268616
Sample_Site_1,123,51,2010002,220000,35.9326171875,3.63285231590271,3.63285231590271
Sample_Site_1,123,51,2010002,230000,35.3976707458496,3.70336937904358,3.70336937904358
Sample_Site_1,123,51,2010003,0,35.2694053649902,3.48234581947327,3.48234581947327
Sample_Site_1,123,51,2010003,10000,35.2250175476074,3.18684411048889,3.18684411048889
Sample_Site_1,123,51,2010003,20000,35.136848449707,3.00485610961914,3.00485610961914
Sample_Site_1,123,51,2010003,30000,35.0856170654297,2.9644672870636,2.9644672870636
Sample_Site_1,123,51,2010003,40000,35.2520217895508,3.02020788192749,3.02020788192749
Sample_Site_1,123,51,2010003,50000,35.8294486999512,3.13178849220276,3.13178849220276
Sample_Site_1,123,51,2010003,60000,35.8250732421875,3.38336610794067,3.38336610794067
Sample_Site_1,123,51,2010003,70000,35.7086753845215,3.61400365829468,3.61400365829468
Sample_Site_1,123,51,2010003,80000,35.9473495483398,3.77189040184021,3.77189040184021
Sample_Site_1,123,51,2010003,90000,36.5651626586914,3.82987499237061,3.82987499237061
Sample_Site_1,123,51,2010003,100000,37.732723236084,3.74188709259033,3.74188709259033
Sample_Site_1,123,51,2010003,110000,38.7798461914062,3.66538739204407,3.66538739204407
Sample_Site_1,123,51,2010003,120000,38.8997688293457,3.73064303398132,3.73064303398132
Sample_Site_1,123,51,2010003,130000,38.4709358215332,3.89908146858215,3.89908146858215
Sample_Site_1,123,51,2010003,140000,38.5378265380859,3.85530877113342,3.85530877113342
Sample_Site_1,123,51,2010003,150000,38.5203094482422,3.92173790931702,3.92173790931702
Sample_Site_1,123,51,2010003,160000,39.0881690979004,3.8506178855896,3.8506178855896
Sample_Site_1,123,51,2010003,170000,40.2824783325195,3.63297653198242,3.63297653198242
Sample_Site_1,123,51,2010003,180000,41.3526229858398,3.48674607276917,3.48674607276917
Sample_Site_1,123,51,2010003,190000,41.4984512329102,3.68168640136719,3.68168640136719
Sample_Site_1,123,51,2010003,200000,40.4534797668457,4.22996664047241,4.22996664047241
Sample_Site_1,123,51,2010003,210000,38.7036895751953,5.32147264480591,5.32147264480591
Sample_Site_1,123,51,2010003,220000,36.7154884338379,6.60839366912842,6.60839366912842
Sample_Site_1,123,51,2010003,230000,35.2113800048828,7.54219913482666,7.54219913482666
Sample_Site_2,124,52,2010001,0,34.7646064758301,1.23338913917542,1.23338913917542
Sample_Site_2,124,52,2010001,10000,32.149959564209,2.52257752418518,2.52257752418518
Sample_Site_2,124,52,2010001,20000,29.7966575622559,3.84029150009155,3.84029150009155
Sample_Site_2,124,52,2010001,30000,27.0897941589355,4.1760082244873,4.1760082244873
Sample_Site_2,124,52,2010001,40000,24.2700119018555,4.24109935760498,4.24109935760498
Sample_Site_2,124,52,2010001,50000,24.2540378570557,3.92295622825623,3.92295622825623
Sample_Site_2,124,52,2010001,60000,24.3890857696533,4.09573650360107,4.09573650360107
Sample_Site_2,124,52,2010001,70000,22.965446472168,4.97211170196533,4.97211170196533
Sample_Site_2,124,52,2010001,80000,20.8585681915283,5.82040166854858,5.82040166854858
Sample_Site_2,124,52,2010001,90000,19.7640209197998,5.85035467147827,5.85035467147827
Sample_Site_2,124,52,2010001,100000,19.4823055267334,5.23252868652344,5.23252868652344
Sample_Site_2,124,52,2010001,110000,19.3191528320312,3.9649441242218,3.9649441242218
Sample_Site_2,124,52,2010001,120000,18.5982646942139,3.05405044555664,3.05405044555664
Sample_Site_2,124,52,2010001,130000,18.5560779571533,2.86943602561951,2.86943602561951
Sample_Site_2,124,52,2010001,140000,18.8002872467041,3.08559441566467,3.08559441566467
Sample_Site_2,124,52,2010001,150000,19.0474014282227,3.49598670005798,3.49598670005798
Sample_Site_2,124,52,2010001,160000,19.7486705780029,3.73760080337524,3.73760080337524
Sample_Site_2,124,52,2010001,170000,20.1835765838623,4.05226182937622,4.05226182937622
Sample_Site_2,124,52,2010001,180000,21.1284523010254,4.50605726242065,4.50605726242065
Sample_Site_2,124,52,2010001,190000,24.07080078125,4.76537847518921,4.76537847518921
Sample_Site_2,124,52,2010001,200000,26.924222946167,4.97074270248413,4.97074270248413
Sample_Site_2,124,52,2010001,210000,25.6429767608643,5.88694286346436,5.88694286346436
Sample_Site_2,124,52,2010001,220000,22.6059226989746,7.70246076583862,7.70246076583862
Sample_Site_2,124,52,2010001,230000,20.2108898162842,10.5470523834229,10.5470523834229
Sample_Site_2,124,52,2010002,0,19.9962978363037,14.1661691665649,14.1661691665649
Sample_Site_2,124,52,2010002,10000,21.9782485961914,15.8556690216064,15.8556690216064
Sample_Site_2,124,52,2010002,20000,22.722526550293,16.7634353637695,16.7634353637695
Sample_Site_2,124,52,2010002,30000,22.9989852905273,16.3494243621826,16.3494243621826
Sample_Site_2,124,52,2010002,40000,23.4699287414551,15.2222547531128,15.2222547531128
Sample_Site_2,124,52,2010002,50000,23.5554866790771,15.1216173171997,15.1216173171997
Sample_Site_2,124,52,2010002,60000,23.4241218566895,15.221227645874,15.221227645874
Sample_Site_2,124,52,2010002,70000,23.9572296142578,14.4984970092773,14.4984970092773
Sample_Site_2,124,52,2010002,80000,25.3564147949219,12.6708707809448,12.6708707809448
Sample_Site_2,124,52,2010002,90000,26.8290252685547,10.6066360473633,10.6066360473633
Sample_Site_2,124,52,2010002,100000,28.1592960357666,8.74918556213379,8.74918556213379
Sample_Site_2,124,52,2010002,110000,29.1620540618896,7.59160661697388,7.59160661697388
Sample_Site_2,124,52,2010002,120000,29.8789539337158,6.98719453811646,6.98719453811646
Sample_Site_2,124,52,2010002,130000,30.7466068267822,6.09533834457397,6.09533834457397
Sample_Site_2,124,52,2010002,140000,31.7217960357666,5.24930191040039,5.24930191040039
Sample_Site_2,124,52,2010002,150000,33.0293273925781,4.30311059951782,4.30311059951782
Sample_Site_2,124,52,2010002,160000,34.6768188476562,3.44880175590515,3.44880175590515
Sample_Site_2,124,52,2010002,170000,36.9949531555176,2.75461554527283,2.75461554527283
Sample_Site_2,124,52,2010002,180000,38.7621726989746,2.45231533050537,2.45231533050537
Sample_Site_2,124,52,2010002,190000,38.568431854248,2.53315162658691,2.53315162658691
Sample_Site_2,124,52,2010002,200000,37.8975524902344,2.75931406021118,2.75931406021118
Sample_Site_2,124,52,2010002,210000,37.665470123291,2.96486783027649,2.96486783027649
Sample_Site_2,124,52,2010002,220000,36.9102172851562,3.19292998313904,3.19292998313904
Sample_Site_2,124,52,2010002,230000,36.3285179138184,3.22821402549744,3.22821402549744
Sample_Site_2,124,52,2010003,0,36.0976982116699,3.12458419799805,3.12458419799805
Sample_Site_2,124,52,2010003,10000,36.1002082824707,2.92149806022644,2.92149806022644
Sample_Site_2,124,52,2010003,20000,36.4654235839844,2.73180174827576,2.73180174827576
Sample_Site_2,124,52,2010003,30000,36.7235260009766,2.67848777770996,2.67848777770996
Sample_Site_2,124,52,2010003,40000,36.5609512329102,2.79406309127808,2.79406309127808
Sample_Site_2,124,52,2010003,50000,36.3533477783203,3.0099663734436,3.0099663734436
Sample_Site_2,124,52,2010003,60000,36.3911819458008,3.25397706031799,3.25397706031799
Sample_Site_2,124,52,2010003,70000,36.9331512451172,3.39617872238159,3.39617872238159
Sample_Site_2,124,52,2010003,80000,38.0081520080566,3.35835456848145,3.35835456848145
Sample_Site_2,124,52,2010003,90000,38.740909576416,3.30908823013306,3.30908823013306
Sample_Site_2,124,52,2010003,100000,39.3016357421875,3.25695586204529,3.25695586204529
Sample_Site_2,124,52,2010003,110000,39.4969291687012,3.26848101615906,3.26848101615906
Sample_Site_2,124,52,2010003,120000,39.0450210571289,3.42344188690186,3.42344188690186
Sample_Site_2,124,52,2010003,130000,38.297176361084,3.68805360794067,3.68805360794067
Sample_Site_2,124,52,2010003,140000,38.1692695617676,3.7184100151062,3.7184100151062
Sample_Site_2,124,52,2010003,150000,38.3953437805176,3.66470956802368,3.66470956802368
Sample_Site_2,124,52,2010003,160000,38.8689842224121,3.57776927947998,3.57776927947998
Sample_Site_2,124,52,2010003,170000,39.8704299926758,3.4487190246582,3.4487190246582
Sample_Site_2,124,52,2010003,180000,40.6585731506348,3.44023299217224,3.44023299217224
Sample_Site_2,124,52,2010003,190000,40.508186340332,3.84686970710754,3.84686970710754
Sample_Site_2,124,52,2010003,200000,39.3622894287109,4.54057550430298,4.54057550430298
Sample_Site_2,124,52,2010003,210000,37.901065826416,5.44614219665527,5.44614219665527
Sample_Site_2,124,52,2010003,220000,36.5803260803223,6.38262701034546,6.38262701034546
Sample_Site_2,124,52,2010003,230000,35.7206268310547,6.97801542282104,6.97801542282104
Sample_Site_3,125,50,2010001,0,26.8231544494629,11.2325077056885,11.2325077056885
Sample_Site_3,125,50,2010001,10000,25.1776924133301,13.352068901062,13.352068901062
Sample_Site_3,125,50,2010001,20000,24.3992156982422,14.7781009674072,14.7781009674072
Sample_Site_3,125,50,2010001,30000,24.2515048980713,15.1867351531982,15.1867351531982
Sample_Site_3,125,50,2010001,40000,24.0881652832031,14.9438438415527,14.9438438415527
Sample_Site_3,125,50,2010001,50000,25.1603031158447,12.5788650512695,12.5788650512695
Sample_Site_3,125,50,2010001,60000,27.3311614990234,9.42099380493164,9.42099380493164
Sample_Site_3,125,50,2010001,70000,26.9803886413574,7.91598558425903,7.91598558425903
Sample_Site_3,125,50,2010001,80000,25.989818572998,6.63768815994263,6.63768815994263
Sample_Site_3,125,50,2010001,90000,24.2029190063477,6.68734502792358,6.68734502792358
Sample_Site_3,125,50,2010001,100000,21.8290004730225,7.23714685440063,7.23714685440063
Sample_Site_3,125,50,2010001,110000,19.6525249481201,7.96353435516357,7.96353435516357
Sample_Site_3,125,50,2010001,120000,18.4902896881104,8.92530822753906,8.92530822753906
Sample_Site_3,125,50,2010001,130000,19.0802383422852,9.12612438201904,9.12612438201904
Sample_Site_3,125,50,2010001,140000,19.9257049560547,7.29141616821289,7.29141616821289
Sample_Site_3,125,50,2010001,150000,19.9758014678955,5.79835319519043,5.79835319519043
Sample_Site_3,125,50,2010001,160000,19.8881530761719,5.25651216506958,5.25651216506958
Sample_Site_3,125,50,2010001,170000,20.2798309326172,5.16514730453491,5.16514730453491
Sample_Site_3,125,50,2010001,180000,20.4397201538086,5.58448076248169,5.58448076248169
Sample_Site_3,125,50,2010001,190000,20.7693786621094,6.21632814407349,6.21632814407349
Sample_Site_3,125,50,2010001,200000,21.9338207244873,6.6766939163208,6.6766939163208
Sample_Site_3,125,50,2010001,210000,22.9417781829834,8.14058113098145,8.14058113098145
Sample_Site_3,125,50,2010001,220000,22.8041210174561,10.439003944397,10.439003944397
Sample_Site_3,125,50,2010001,230000,22.4433364868164,11.0718879699707,11.0718879699707
Sample_Site_3,125,50,2010002,0,20.6692333221436,13.0140399932861,13.0140399932861
Sample_Site_3,125,50,2010002,10000,19.5688819885254,16.2409381866455,16.2409381866455
Sample_Site_3,125,50,2010002,20000,21.3358993530273,17.1446876525879,17.1446876525879
Sample_Site_3,125,50,2010002,30000,22.443042755127,17.534740447998,17.534740447998
Sample_Site_3,125,50,2010002,40000,22.5501461029053,17.3149852752686,17.3149852752686
Sample_Site_3,125,50,2010002,50000,23.060941696167,16.0503406524658,16.0503406524658
Sample_Site_3,125,50,2010002,60000,23.4125900268555,15.364842414856,15.364842414856
Sample_Site_3,125,50,2010002,70000,23.7459583282471,15.372260093689,15.372260093689
Sample_Site_3,125,50,2010002,80000,24.2719306945801,14.8897819519043,14.8897819519043
Sample_Site_3,125,50,2010002,90000,24.8985939025879,13.8162336349487,13.8162336349487
Sample_Site_3,125,50,2010002,100000,25.980396270752,12.2595176696777,12.2595176696777
Sample_Site_3,125,50,2010002,110000,27.1017608642578,10.8325328826904,10.8325328826904
Sample_Site_3,125,50,2010002,120000,28.3150768280029,9.60418033599854,9.60418033599854
Sample_Site_3,125,50,2010002,130000,30.0560359954834,8.28716087341309,8.28716087341309
Sample_Site_3,125,50,2010002,140000,31.3757057189941,7.27357482910156,7.27357482910156
Sample_Site_3,125,50,2010002,150000,32.6469192504883,6.1656756401062,6.1656756401062
Sample_Site_3,125,50,2010002,160000,34.4448089599609,4.96305847167969,4.96305847167969
Sample_Site_3,125,50,2010002,170000,36.4350318908691,4.02254199981689,4.02254199981689
Sample_Site_3,125,50,2010002,180000,38.385684967041,3.35401320457458,3.35401320457458
Sample_Site_3,125,50,2010002,190000,39.6194839477539,3.03524494171143,3.03524494171143
Sample_Site_3,125,50,2010002,200000,39.3505210876465,3.20500135421753,3.20500135421753
Sample_Site_3,125,50,2010002,210000,37.517032623291,3.81904697418213,3.81904697418213
Sample_Site_3,125,50,2010002,220000,35.9213218688965,4.53294324874878,4.53294324874878
Sample_Site_3,125,50,2010002,230000,35.3428192138672,4.81087207794189,4.81087207794189
Sample_Site_3,125,50,2010003,0,35.2174415588379,4.73430347442627,4.73430347442627
Sample_Site_3,125,50,2010003,10000,35.3064041137695,4.37350177764893,4.37350177764893
Sample_Site_3,125,50,2010003,20000,35.5069122314453,3.92669606208801,3.92669606208801
Sample_Site_3,125,50,2010003,30000,35.540096282959,3.62809491157532,3.62809491157532
Sample_Site_3,125,50,2010003,40000,35.3303909301758,3.5484619140625,3.5484619140625
Sample_Site_3,125,50,2010003,50000,35.2650489807129,3.61344122886658,3.61344122886658
Sample_Site_3,125,50,2010003,60000,35.6346282958984,3.77109050750732,3.77109050750732
Sample_Site_3,125,50,2010003,70000,35.752613067627,4.05586957931519,4.05586957931519
Sample_Site_3,125,50,2010003,80000,35.7746276855469,4.40236949920654,4.40236949920654
Sample_Site_3,125,50,2010003,90000,36.4132766723633,4.5692572593689,4.5692572593689
Sample_Site_3,125,50,2010003,100000,37.5437355041504,4.62825918197632,4.62825918197632
Sample_Site_3,125,50,2010003,110000,38.4449501037598,4.68415975570679,4.68415975570679
Sample_Site_3,125,50,2010003,120000,38.936954498291,4.68323993682861,4.68323993682861
Sample_Site_3,125,50,2010003,130000,39.2204513549805,4.68981695175171,4.68981695175171
Sample_Site_3,125,50,2010003,140000,39.1934661865234,4.72984743118286,4.72984743118286
Sample_Site_3,125,50,2010003,150000,39.0709953308105,4.89433097839355,4.89433097839355
Sample_Site_3,125,50,2010003,160000,39.2226638793945,5.01764392852783,5.01764392852783
Sample_Site_3,125,50,2010003,170000,39.8375205993652,5.05243444442749,5.05243444442749
Sample_Site_3,125,50,2010003,180000,40.7844200134277,4.96144723892212,4.96144723892212
Sample_Site_3,125,50,2010003,190000,41.5481338500977,4.85150289535522,4.85150289535522
Sample_Site_3,125,50,2010003,200000,41.5422897338867,4.89143991470337,4.89143991470337
Sample_Site_3,125,50,2010003,210000,39.8945579528809,5.68766212463379,5.68766212463379
Sample_Site_3,125,50,2010003,220000,37.108455657959,7.26778507232666,7.26778507232666
Sample_Site_3,125,50,2010003,230000,35.1841697692871,8.84106540679932,8.84106540679932
